customer_id,name,register_date,loyalty_member,customer_category,preferred_branch,preferred_city,visits_last_year,avg_spend,estimated_total_spend,loyalty_points,last_visit,satisfaction_score,nps_score,survey_comment,acquisition_channel,accepts_promotions
CLI-00690,Diana Reyes,2025-03-06,True,Frecuente,Cancún,Cancún,5,170.83,854.15,85.0,2025-12-25,4,10,Los tacos al pastor son los mejores de la ciudad,Ubicación,False
CLI-00691,Claudia Ramírez,2025-11-26,False,Frecuente,Mérida,Mérida,8,241.9,1935.2,0.0,2025-12-17,3,5,"Servicio normal, sin quejas",Google,True
CLI-00692,María Reyes,2024-12-28,True,VIP,Tijuana,Tijuana,19,237.1,4504.9,450.0,2025-12-13,3,6,"Comida aceptable, nada extraordinario",Recomendación,False
CLI-00693,Mónica Ortiz,2025-05-26,False,Frecuente,Monterrey,Monterrey,8,108.34,866.72,0.0,2026-01-19,4,10,"Excelente comida, muy auténtica",Recomendación,True
CLI-00694,Patricia Cruz,2025-10-20,True,VIP,Guadalajara,Guadalajara,19,330.7,6283.3,628.0,2025-12-24,5,9,Precios justos y porciones generosas,Publicidad,False
CLI-00695,Laura Gómez,2025-04-12,True,Frecuente,León,León,10,163.61,1636.1,163.0,2025-12-12,4,10,"Siempre regreso, nunca decepciona",Ubicación,False
CLI-00696,Alejandro Hernández,2024-11-02,False,Ocasional,Puebla,Puebla,1,214.28,214.28,0.0,2025-12-08,4,9,Personal muy atento y profesional,Recomendación,True
CLI-00697,Alejandro Gómez,2025-06-05,False,Frecuente,Guadalajara,Guadalajara,8,303.69,2429.52,0.0,2025-12-19,5,8,El servicio fue muy rápido y amable,Recomendación,False
CLI-00698,Ricardo Morales,2025-08-27,False,Frecuente,Guadalajara,Guadalajara,6,165.91,995.46,0.0,2026-01-04,4,10,Recomiendo ampliamente este lugar,Recomendación,False
CLI-00699,Mónica Rodríguez,2024-07-16,False,Regular,Ciudad de México Centro,Ciudad de México,5,181.37,906.85,0.0,2025-12-12,5,8,Comida fresca y bien preparada,Recomendación,True
CLI-00700,Fernando Rivera,2025-12-07,False,Ocasional,Puebla,Puebla,1,116.03,116.03,0.0,2025-11-05,5,8,"Siempre regreso, nunca decepciona",Redes Sociales,True
CLI-00701,Luis Díaz,2024-10-20,False,Frecuente,Querétaro,Querétaro,10,254.73,2547.3,0.0,2025-12-30,2,1,No había disponibilidad de algunos platillos,Google,True
CLI-00702,Fernando Díaz,2024-09-15,False,Frecuente,Mérida,Mérida,9,359.94,3239.46,0.0,2025-11-29,2,3,La música estaba muy alta,Redes Sociales,True
CLI-00703,Laura Díaz,2024-07-12,False,Ocasional,León,León,1,352.21,352.21,0.0,2025-12-29,5,8,Ambiente muy agradable para familia,Publicidad,False
CLI-00704,Mónica Pérez,2025-07-02,False,Frecuente,Guadalajara,Guadalajara,8,266.99,2135.92,0.0,2026-01-24,4,8,Ambiente muy agradable para familia,Publicidad,True
CLI-00705,Carlos Morales,2024-03-07,True,VIP,Ciudad de México Sur,Ciudad de México,19,333.1,6328.9,632.0,2025-11-30,5,10,"Siempre regreso, nunca decepciona",Recomendación,True
CLI-00706,Mónica López,2024-04-11,False,Regular,Ciudad de México Centro,Ciudad de México,5,335.51,1677.55,0.0,2025-11-23,3,6,"Servicio normal, sin quejas",Publicidad,True
CLI-00707,Roberto Ortiz,2024-12-15,False,Regular,Tijuana,Tijuana,4,246.32,985.28,0.0,2026-01-09,5,7,"Excelente comida, muy auténtica",Google,False
CLI-00708,Luis García,2025-07-02,True,Frecuente,Guadalajara,Guadalajara,10,298.9,2989.0,298.0,2025-12-10,5,7,"Excelente comida, muy auténtica",Google,True
CLI-00709,Roberto Hernández,2025-11-01,False,Frecuente,Puebla,Puebla,8,268.77,2150.16,0.0,2025-12-08,4,7,El servicio fue muy rápido y amable,Ubicación,False
CLI-00710,Alejandro Reyes,2024-11-19,False,Regular,Ciudad de México Centro,Ciudad de México,4,298.09,1192.36,0.0,2026-01-07,4,10,El servicio fue muy rápido y amable,Recomendación,False
CLI-00711,José Flores,2025-06-13,False,Regular,Ciudad de México Centro,Ciudad de México,5,223.62,1118.1,0.0,2026-01-05,5,8,Recomiendo ampliamente este lugar,Recomendación,True
CLI-00712,Alejandro Hernández,2025-05-18,True,VIP,Puebla,Puebla,17,312.87,5318.79,531.0,2026-01-17,4,10,Recomiendo ampliamente este lugar,Ubicación,True
CLI-00713,Roberto Reyes,2024-06-29,False,Frecuente,Monterrey,Monterrey,9,254.86,2293.74,0.0,2026-01-03,5,7,"Excelente comida, muy auténtica",Google,False
CLI-00714,Fernando Ramírez,2024-06-18,True,VIP,Querétaro,Querétaro,24,188.6,4526.4,452.0,2025-12-21,3,5,"Ni bueno ni malo, regular",Recomendación,False
CLI-00715,Patricia Sánchez,2024-06-28,True,VIP,Guadalajara,Guadalajara,20,365.44,7308.8,730.0,2026-01-20,4,8,Los tacos al pastor son los mejores de la ciudad,Recomendación,False
CLI-00716,Ana Gómez,2024-10-20,True,VIP,Ciudad de México Centro,Ciudad de México,14,244.25,3419.5,341.0,2026-01-24,4,8,Recomiendo ampliamente este lugar,Google,False
CLI-00717,Verónica Reyes,2025-07-16,False,Regular,Querétaro,Querétaro,3,367.54,1102.62,0.0,2025-11-22,4,9,Personal muy atento y profesional,Recomendación,True
CLI-00718,Miguel Morales,2024-09-26,True,VIP,León,León,16,312.2,4995.2,499.0,2026-01-31,4,10,"Excelente comida, muy auténtica",Redes Sociales,True
CLI-00719,María Díaz,2025-07-13,False,Frecuente,Querétaro,Querétaro,7,276.91,1938.37,0.0,2026-01-26,5,7,"Excelente comida, muy auténtica",Publicidad,False
CLI-00720,Ana Hernández,2024-12-18,False,Regular,Guadalajara,Guadalajara,3,109.07,327.21,0.0,2025-12-24,3,5,"Comida aceptable, nada extraordinario",Ubicación,True
CLI-00721,Roberto Ramírez,2025-07-09,False,Frecuente,Ciudad de México Centro,Ciudad de México,10,263.62,2636.2,0.0,2026-01-11,4,9,Ambiente muy agradable para familia,Recomendación,False
CLI-00722,Patricia Pérez,2025-10-26,True,VIP,Guadalajara,Guadalajara,12,208.93,2507.16,250.0,2026-01-26,2,2,La calidad no fue la esperada,Recomendación,False
CLI-00723,Fernando Rivera,2025-05-16,False,Ocasional,Ciudad de México Centro,Ciudad de México,2,305.86,611.72,0.0,2025-12-19,5,9,Recomiendo ampliamente este lugar,Publicidad,True
CLI-00724,José Sánchez,2024-06-08,False,Frecuente,León,León,9,253.51,2281.59,0.0,2025-12-26,4,8,Comida fresca y bien preparada,Redes Sociales,True
CLI-00725,Patricia Pérez,2025-07-19,False,Regular,Puebla,Puebla,4,227.19,908.76,0.0,2025-11-17,2,4,El baño necesita limpieza,Recomendación,True
CLI-00726,Sandra García,2025-08-30,False,Frecuente,Tijuana,Tijuana,11,164.85,1813.35,0.0,2026-01-15,2,3,El lugar estaba muy ruidoso,Redes Sociales,False
CLI-00727,Juan Hernández,2024-04-30,False,Frecuente,Ciudad de México Centro,Ciudad de México,8,219.79,1758.32,0.0,2025-12-12,5,9,"Siempre regreso, nunca decepciona",Publicidad,False
CLI-00728,Diana González,2024-08-12,False,Regular,Ciudad de México Sur,Ciudad de México,3,334.89,1004.67,0.0,2025-12-11,4,8,Ambiente muy agradable para familia,Recomendación,True
CLI-00729,Alejandro Torres,2025-12-18,False,Regular,Puebla,Puebla,3,327.34,982.02,0.0,2025-12-13,4,8,El servicio fue muy rápido y amable,Recomendación,True
CLI-00730,Roberto Martínez,2025-09-24,False,Frecuente,Mérida,Mérida,6,370.5,2223.0,0.0,2025-11-17,4,8,Recomiendo ampliamente este lugar,Ubicación,True
CLI-00731,Alejandro Martínez,2025-05-10,False,Frecuente,Ciudad de México Sur,Ciudad de México,8,177.17,1417.36,0.0,2025-12-11,1,2,La calidad no fue la esperada,Google,False
CLI-00732,Roberto Morales,2025-04-20,False,Frecuente,Tijuana,Tijuana,11,126.0,1386.0,0.0,2025-12-13,4,7,El mole es espectacular,Redes Sociales,False
CLI-00733,Carlos García,2025-05-13,False,Ocasional,Cancún,Cancún,2,254.68,509.36,0.0,2026-01-28,4,7,Personal muy atento y profesional,Recomendación,True
CLI-00734,Laura Ortiz,2025-11-01,False,Regular,Querétaro,Querétaro,3,321.7,965.1,0.0,2026-01-07,4,8,Precios justos y porciones generosas,Google,False
CLI-00735,Juan Rivera,2025-02-11,False,Frecuente,Querétaro,Querétaro,6,121.14,726.84,0.0,2026-01-19,2,3,El servicio fue muy lento,Recomendación,True
CLI-00736,Carlos López,2024-02-20,False,Regular,Ciudad de México Sur,Ciudad de México,5,280.9,1404.5,0.0,2026-01-25,4,10,Ambiente muy agradable para familia,Recomendación,True
CLI-00737,Luis Reyes,2025-08-26,False,Frecuente,Puebla,Puebla,8,290.79,2326.32,0.0,2025-12-15,5,9,Recomiendo ampliamente este lugar,Recomendación,False
CLI-00738,Carlos Martínez,2024-06-29,False,Regular,Monterrey,Monterrey,5,441.25,2206.25,0.0,2026-01-17,5,8,"Siempre regreso, nunca decepciona",Redes Sociales,False
CLI-00739,María Torres,2024-10-18,False,Frecuente,Mérida,Mérida,8,278.62,2228.96,0.0,2025-11-29,3,7,"Comida aceptable, nada extraordinario",Redes Sociales,True
CLI-00740,Luis Pérez,2024-05-09,False,Regular,Monterrey,Monterrey,3,242.04,726.12,0.0,2025-11-21,4,10,Recomiendo ampliamente este lugar,Redes Sociales,True
CLI-00741,Claudia Rodríguez,2024-10-16,True,VIP,Mérida,Mérida,22,180.99,3981.78,398.0,2025-12-27,5,7,Precios justos y porciones generosas,Publicidad,False
CLI-00742,Fernando Cruz,2025-06-20,False,Frecuente,Querétaro,Querétaro,9,258.79,2329.11,0.0,2025-11-23,5,8,Comida fresca y bien preparada,Recomendación,False
CLI-00743,Fernando Díaz,2025-07-10,False,Regular,Mérida,Mérida,3,328.75,986.25,0.0,2026-01-29,3,7,Cumple con lo básico,Publicidad,True
CLI-00744,Ricardo Morales,2025-02-24,True,Frecuente,León,León,10,143.64,1436.4,143.0,2026-01-04,2,3,La calidad no fue la esperada,Recomendación,False
CLI-00745,Juan Gómez,2025-01-09,True,Frecuente,Guadalajara,Guadalajara,10,284.83,2848.3,284.0,2026-01-30,5,7,Los tacos al pastor son los mejores de la ciudad,Ubicación,True
CLI-00746,Claudia Gómez,2024-06-16,True,VIP,Puebla,Puebla,19,294.02,5586.38,558.0,2025-12-10,5,8,Los tacos al pastor son los mejores de la ciudad,Redes Sociales,True
CLI-00747,Roberto Hernández,2025-04-26,False,Regular,Ciudad de México Sur,Ciudad de México,3,128.05,384.15,0.0,2025-12-27,5,7,Los tacos al pastor son los mejores de la ciudad,Recomendación,True
CLI-00748,Luis Hernández,2024-11-25,False,Frecuente,Ciudad de México Centro,Ciudad de México,10,385.65,3856.5,0.0,2026-01-10,1,4,El baño necesita limpieza,Recomendación,True
CLI-00749,Verónica Gómez,2024-12-29,True,Frecuente,Querétaro,Querétaro,6,223.95,1343.7,134.0,2025-12-07,5,8,Recomiendo ampliamente este lugar,Publicidad,True
CLI-00750,Mónica Torres,2025-10-18,False,Regular,Ciudad de México Centro,Ciudad de México,4,193.8,775.2,0.0,2026-01-25,3,7,"Ni bueno ni malo, regular",Ubicación,False
CLI-00751,Luis Sánchez,2025-07-05,True,VIP,Monterrey,Monterrey,22,538.91,11856.02,1185.0,2026-01-14,4,8,Recomiendo ampliamente este lugar,Ubicación,True
CLI-00752,Alejandro Martínez,2025-12-28,True,VIP,León,León,12,345.89,4150.68,415.0,2025-11-04,4,7,El mole es espectacular,Recomendación,True
CLI-00753,María Cruz,2024-11-19,True,Frecuente,Mérida,Mérida,6,336.51,2019.06,201.0,2025-12-27,5,10,"Siempre regreso, nunca decepciona",Recomendación,True
CLI-00754,Verónica Rodríguez,2025-03-20,False,Regular,Cancún,Cancún,3,170.75,512.25,0.0,2026-01-04,3,7,Cumple con lo básico,Publicidad,True
CLI-00755,Claudia García,2025-07-09,True,VIP,Querétaro,Querétaro,12,162.7,1952.4,195.0,2026-01-06,5,9,Personal muy atento y profesional,Google,True
CLI-00756,Alejandro Díaz,2025-06-06,False,Frecuente,Monterrey,Monterrey,11,365.03,4015.33,0.0,2026-01-06,3,6,"Comida aceptable, nada extraordinario",Redes Sociales,True
CLI-00757,Diana Ramírez,2025-08-15,True,VIP,Ciudad de México Sur,Ciudad de México,18,146.51,2637.18,263.0,2026-01-06,5,7,Precios justos y porciones generosas,Ubicación,True
CLI-00758,Roberto Torres,2024-09-14,True,VIP,Monterrey,Monterrey,19,221.08,4200.52,420.0,2025-12-02,3,7,"Servicio normal, sin quejas",Recomendación,False
CLI-00759,Eduardo Rivera,2025-06-03,False,Ocasional,Cancún,Cancún,1,340.53,340.53,0.0,2025-12-30,5,9,El mole es espectacular,Redes Sociales,True
CLI-00760,José Ramírez,2025-01-19,False,Frecuente,Ciudad de México Sur,Ciudad de México,8,130.77,1046.16,0.0,2026-01-19,4,10,"Siempre regreso, nunca decepciona",Ubicación,True
CLI-00761,Juan Morales,2025-03-02,False,Regular,León,León,4,437.84,1751.36,0.0,2025-11-03,4,8,Los tacos al pastor son los mejores de la ciudad,Ubicación,True
CLI-00762,Laura Torres,2025-04-04,False,Regular,Mérida,Mérida,5,298.74,1493.7,0.0,2026-01-22,3,6,Lugar promedio para comer,Recomendación,True
CLI-00763,Roberto Rivera,2024-11-30,False,Regular,Querétaro,Querétaro,4,264.53,1058.12,0.0,2025-11-19,4,9,Comida fresca y bien preparada,Recomendación,True
CLI-00764,María Hernández,2025-05-17,False,Frecuente,Puebla,Puebla,9,233.08,2097.72,0.0,2025-12-14,5,8,"Siempre regreso, nunca decepciona",Google,True
CLI-00765,Luis Rodríguez,2024-07-23,True,Frecuente,Mérida,Mérida,10,224.53,2245.3,224.0,2025-12-07,1,3,El lugar estaba muy ruidoso,Redes Sociales,True
CLI-00766,María García,2024-04-02,False,Frecuente,Monterrey,Monterrey,9,308.18,2773.62,0.0,2025-12-22,4,10,"Siempre regreso, nunca decepciona",Recomendación,False
CLI-00767,Roberto Hernández,2024-05-08,True,VIP,Puebla,Puebla,12,355.53,4266.36,426.0,2025-11-15,4,7,"Siempre regreso, nunca decepciona",Redes Sociales,False
CLI-00768,José Sánchez,2025-11-12,False,Regular,Ciudad de México Sur,Ciudad de México,5,262.45,1312.25,0.0,2025-12-23,4,10,El mole es espectacular,Google,False
CLI-00769,Verónica López,2025-04-09,True,VIP,Mérida,Mérida,21,244.03,5124.63,512.0,2025-12-27,4,8,Comida fresca y bien preparada,Ubicación,True
CLI-00770,Ricardo Gómez,2025-04-15,True,VIP,Mérida,Mérida,16,200.98,3215.68,321.0,2025-12-09,2,4,El baño necesita limpieza,Redes Sociales,True
CLI-00771,Ricardo Sánchez,2025-10-05,False,Frecuente,Ciudad de México Sur,Ciudad de México,6,323.74,1942.44,0.0,2025-11-26,3,6,Lugar promedio para comer,Publicidad,False
CLI-00772,Diana Rodríguez,2025-07-16,False,Frecuente,Guadalajara,Guadalajara,8,232.31,1858.48,0.0,2025-11-19,3,5,Cumple con lo básico,Google,True
CLI-00773,Eduardo Torres,2024-12-04,False,Frecuente,Mérida,Mérida,11,388.71,4275.81,0.0,2026-01-29,4,9,Comida fresca y bien preparada,Recomendación,False
CLI-00774,Claudia Díaz,2025-11-26,False,Ocasional,Cancún,Cancún,1,352.19,352.19,0.0,2026-01-02,3,7,Lugar promedio para comer,Publicidad,True
CLI-00775,Roberto Díaz,2024-11-23,False,Regular,Monterrey,Monterrey,4,239.47,957.88,0.0,2025-12-01,5,10,"Excelente comida, muy auténtica",Recomendación,False
CLI-00776,María Gómez,2025-06-29,False,Frecuente,Ciudad de México Sur,Ciudad de México,9,284.13,2557.17,0.0,2026-01-08,5,10,Los tacos al pastor son los mejores de la ciudad,Redes Sociales,True
CLI-00777,Mónica Ramírez,2024-09-27,False,Ocasional,León,León,1,194.53,194.53,0.0,2025-11-27,5,10,Comida fresca y bien preparada,Publicidad,True
CLI-00778,Eduardo Flores,2025-06-06,False,Frecuente,Ciudad de México Centro,Ciudad de México,7,80.0,560.0,0.0,2025-11-19,4,10,Personal muy atento y profesional,Redes Sociales,True
CLI-00779,Laura Cruz,2025-12-09,False,Frecuente,Tijuana,Tijuana,8,310.07,2480.56,0.0,2025-12-22,4,9,El mole es espectacular,Publicidad,False
CLI-00780,Gabriela González,2025-04-09,True,VIP,Ciudad de México Sur,Ciudad de México,19,92.51,1757.69,175.0,2025-11-10,5,10,"Excelente comida, muy auténtica",Recomendación,False
CLI-00781,Juan Ortiz,2024-11-28,False,Ocasional,Mérida,Mérida,1,205.76,205.76,0.0,2026-01-05,5,8,El mole es espectacular,Redes Sociales,False
CLI-00782,Juan Gómez,2024-09-04,False,Frecuente,León,León,11,274.03,3014.33,0.0,2026-01-07,4,8,"Excelente comida, muy auténtica",Publicidad,False
CLI-00783,Eduardo Martínez,2024-08-18,False,Frecuente,León,León,9,334.65,3011.85,0.0,2026-01-16,4,8,Los tacos al pastor son los mejores de la ciudad,Recomendación,True
CLI-00784,Fernando Pérez,2024-09-21,False,Frecuente,Monterrey,Monterrey,8,278.39,2227.12,0.0,2026-01-31,4,10,El servicio fue muy rápido y amable,Publicidad,False
CLI-00785,Gabriela Ramírez,2025-12-03,True,VIP,León,León,14,329.98,4619.72,461.0,2026-01-05,4,8,Los tacos al pastor son los mejores de la ciudad,Recomendación,False
CLI-00786,Juan Sánchez,2025-12-14,False,Frecuente,Puebla,Puebla,11,233.04,2563.44,0.0,2026-01-17,3,6,"Ni bueno ni malo, regular",Redes Sociales,True
CLI-00787,Luis Díaz,2025-10-29,False,Frecuente,Cancún,Cancún,10,169.73,1697.3,0.0,2025-11-14,5,9,Los tacos al pastor son los mejores de la ciudad,Recomendación,False
CLI-00788,Alejandro Pérez,2025-07-20,True,VIP,Puebla,Puebla,24,306.63,7359.12,735.0,2025-12-28,4,8,Comida fresca y bien preparada,Recomendación,True
CLI-00789,Eduardo Ramírez,2024-02-08,False,Ocasional,Monterrey,Monterrey,1,268.79,268.79,0.0,2026-01-22,3,6,"Servicio normal, sin quejas",Google,False
CLI-00790,Ana Díaz,2024-03-17,False,Frecuente,Ciudad de México Centro,Ciudad de México,7,275.04,1925.28,0.0,2025-12-28,4,8,El mole es espectacular,Publicidad,False
CLI-00791,Fernando Cruz,2024-03-07,False,Ocasional,Ciudad de México Centro,Ciudad de México,2,295.62,591.24,0.0,2025-12-30,5,8,El mole es espectacular,Ubicación,False
CLI-00792,Eduardo Martínez,2025-09-07,False,Frecuente,Monterrey,Monterrey,8,310.4,2483.2,0.0,2025-12-02,5,7,"Excelente comida, muy auténtica",Recomendación,False
CLI-00793,Carlos Díaz,2025-06-08,False,Frecuente,Ciudad de México Centro,Ciudad de México,8,328.87,2630.96,0.0,2026-01-28,5,7,"Excelente comida, muy auténtica",Redes Sociales,True
CLI-00794,Juan Reyes,2024-04-27,True,VIP,Guadalajara,Guadalajara,21,136.97,2876.37,287.0,2025-12-09,2,5,Precios un poco elevados para la porción,Ubicación,True
CLI-00795,Gabriela Torres,2024-09-21,False,Ocasional,Querétaro,Querétaro,1,242.07,242.07,0.0,2026-01-13,3,7,"Comida aceptable, nada extraordinario",Recomendación,True
CLI-00796,Luis Flores,2024-03-27,False,Frecuente,Guadalajara,Guadalajara,11,288.68,3175.48,0.0,2025-12-27,3,5,Cumple con lo básico,Publicidad,True
CLI-00797,Sandra García,2024-04-28,False,Frecuente,León,León,11,396.71,4363.81,0.0,2025-12-13,4,7,El servicio fue muy rápido y amable,Redes Sociales,True
CLI-00798,Mónica Gómez,2024-07-08,False,Frecuente,Ciudad de México Centro,Ciudad de México,9,289.96,2609.64,0.0,2026-01-14,5,7,"Excelente comida, muy auténtica",Ubicación,True
CLI-00799,Ana Reyes,2024-02-14,True,VIP,Guadalajara,Guadalajara,18,379.94,6838.92,683.0,2025-12-29,4,9,Ambiente muy agradable para familia,Recomendación,True
CLI-00800,Fernando Gómez,2025-01-25,False,Frecuente,Guadalajara,Guadalajara,11,225.1,2476.1,0.0,2025-11-26,3,7,Lugar promedio para comer,Redes Sociales,False
CLI-00801,Mónica García,2025-03-03,True,VIP,Ciudad de México Centro,Ciudad de México,14,353.21,4944.94,494.0,2026-01-11,2,3,Precios un poco elevados para la porción,Recomendación,True
CLI-00802,Diana García,2024-12-26,False,Regular,Guadalajara,Guadalajara,4,356.22,1424.88,0.0,2025-12-31,4,7,Personal muy atento y profesional,Recomendación,True
CLI-00803,Roberto Reyes,2024-12-13,False,Regular,Ciudad de México Centro,Ciudad de México,4,382.28,1529.12,0.0,2025-11-09,1,4,La música estaba muy alta,Recomendación,True
CLI-00804,Gabriela Sánchez,2025-01-07,False,Regular,Guadalajara,Guadalajara,5,199.02,995.1,0.0,2025-12-17,3,5,"Comida aceptable, nada extraordinario",Recomendación,False
CLI-00805,Verónica Ramírez,2024-12-22,False,Frecuente,Ciudad de México Sur,Ciudad de México,9,240.66,2165.94,0.0,2025-12-27,4,7,Personal muy atento y profesional,Publicidad,False
CLI-00806,Ricardo Ramírez,2025-09-03,False,Frecuente,Tijuana,Tijuana,9,284.74,2562.66,0.0,2025-12-17,2,5,Precios un poco elevados para la porción,Recomendación,True
CLI-00807,Mónica Sánchez,2025-07-31,False,Frecuente,Puebla,Puebla,7,265.63,1859.41,0.0,2026-01-06,4,8,El mole es espectacular,Redes Sociales,True
CLI-00808,José Gómez,2024-07-10,False,Frecuente,Mérida,Mérida,10,264.35,2643.5,0.0,2025-12-10,5,9,Recomiendo ampliamente este lugar,Recomendación,True
CLI-00809,Carlos Rivera,2025-08-17,False,Frecuente,León,León,8,223.17,1785.36,0.0,2026-01-25,4,9,Los tacos al pastor son los mejores de la ciudad,Recomendación,True
CLI-00810,Eduardo Gómez,2025-08-24,True,VIP,Cancún,Cancún,23,207.63,4775.49,477.0,2026-01-30,4,10,Recomiendo ampliamente este lugar,Publicidad,True
CLI-00811,Juan Reyes,2025-07-05,False,Frecuente,León,León,10,187.1,1871.0,0.0,2026-01-07,4,9,El mole es espectacular,Publicidad,True
CLI-00812,Luis González,2025-05-27,False,Frecuente,León,León,9,252.02,2268.18,0.0,2025-12-21,2,5,El lugar estaba muy ruidoso,Recomendación,False
CLI-00813,Ricardo Ortiz,2025-06-25,False,Frecuente,Mérida,Mérida,8,155.52,1244.16,0.0,2025-12-15,5,10,Recomiendo ampliamente este lugar,Redes Sociales,True
CLI-00814,Ana Sánchez,2025-04-20,True,Frecuente,Guadalajara,Guadalajara,6,209.92,1259.52,125.0,2025-11-15,4,8,Comida fresca y bien preparada,Publicidad,True
CLI-00815,Miguel Cruz,2025-08-26,False,Ocasional,León,León,2,173.93,347.86,0.0,2025-12-11,3,5,"Servicio normal, sin quejas",Publicidad,True
CLI-00816,Juan Torres,2024-04-11,True,VIP,Mérida,Mérida,17,224.14,3810.38,381.0,2026-01-23,2,3,Precios un poco elevados para la porción,Recomendación,False
CLI-00817,Patricia Rodríguez,2025-03-01,False,Ocasional,León,León,2,201.41,402.82,0.0,2026-01-16,5,7,Ambiente muy agradable para familia,Ubicación,True
CLI-00818,Luis Morales,2025-11-30,False,Frecuente,Tijuana,Tijuana,8,202.58,1620.64,0.0,2025-11-17,5,10,Los tacos al pastor son los mejores de la ciudad,Publicidad,True
CLI-00819,Ricardo Torres,2025-01-30,True,VIP,Guadalajara,Guadalajara,14,225.55,3157.7,315.0,2025-11-13,4,8,"Excelente comida, muy auténtica",Redes Sociales,True
CLI-00820,Laura Sánchez,2024-08-24,False,Ocasional,Monterrey,Monterrey,1,155.01,155.01,0.0,2025-12-08,3,6,"Ni bueno ni malo, regular",Recomendación,True
CLI-00821,Ana Ramírez,2024-05-30,False,Frecuente,León,León,7,313.0,2191.0,0.0,2025-11-23,4,7,Los tacos al pastor son los mejores de la ciudad,Recomendación,True
CLI-00822,Claudia Gómez,2024-02-28,False,Ocasional,Ciudad de México Centro,Ciudad de México,2,251.35,502.7,0.0,2025-12-16,5,8,Personal muy atento y profesional,Recomendación,True
CLI-00823,María Reyes,2024-10-19,False,Ocasional,Cancún,Cancún,2,187.13,374.26,0.0,2025-11-19,5,9,Comida fresca y bien preparada,Ubicación,False
CLI-00824,Carlos Torres,2025-02-22,False,Regular,Ciudad de México Centro,Ciudad de México,5,158.81,794.05,0.0,2025-11-30,4,9,Ambiente muy agradable para familia,Recomendación,True
CLI-00825,Laura Flores,2024-02-26,True,Frecuente,Ciudad de México Sur,Ciudad de México,11,190.67,2097.37,209.0,2025-11-13,5,9,Personal muy atento y profesional,Publicidad,False
CLI-00826,Ana García,2024-03-16,True,VIP,Mérida,Mérida,20,220.07,4401.4,440.0,2026-01-10,1,1,El lugar estaba muy ruidoso,Publicidad,True
CLI-00827,Claudia Rodríguez,2025-11-17,True,VIP,Ciudad de México Sur,Ciudad de México,23,285.64,6569.72,656.0,2026-01-13,5,9,Los tacos al pastor son los mejores de la ciudad,Recomendación,False
CLI-00828,Luis Martínez,2025-06-01,False,Frecuente,Tijuana,Tijuana,8,246.01,1968.08,0.0,2025-12-04,5,7,Ambiente muy agradable para familia,Redes Sociales,True
CLI-00829,Laura Torres,2025-03-15,False,Regular,Puebla,Puebla,5,296.91,1484.55,0.0,2025-11-22,4,7,Personal muy atento y profesional,Recomendación,False
CLI-00830,Mónica Díaz,2025-05-17,True,VIP,Tijuana,Tijuana,18,176.13,3170.34,317.0,2025-12-22,5,7,Los tacos al pastor son los mejores de la ciudad,Publicidad,False
CLI-00831,María Morales,2024-09-07,False,Frecuente,Ciudad de México Sur,Ciudad de México,10,218.31,2183.1,0.0,2025-11-12,4,7,El servicio fue muy rápido y amable,Recomendación,False
CLI-00832,Sandra Rivera,2024-05-05,True,Frecuente,Monterrey,Monterrey,10,175.31,1753.1,175.0,2025-12-18,5,7,Comida fresca y bien preparada,Recomendación,True
CLI-00833,Ricardo Pérez,2024-06-10,False,Frecuente,Ciudad de México Centro,Ciudad de México,10,434.3,4343.0,0.0,2025-12-17,4,7,El servicio fue muy rápido y amable,Recomendación,True
CLI-00834,Sandra Martínez,2025-04-11,False,Frecuente,Ciudad de México Sur,Ciudad de México,6,293.13,1758.78,0.0,2025-12-28,5,10,Personal muy atento y profesional,Recomendación,False
CLI-00835,Patricia López,2024-09-05,False,Frecuente,Ciudad de México Centro,Ciudad de México,11,200.09,2200.99,0.0,2026-01-31,5,7,Personal muy atento y profesional,Recomendación,True
CLI-00836,Luis Sánchez,2025-02-17,False,Regular,Ciudad de México Centro,Ciudad de México,5,184.24,921.2,0.0,2026-01-16,5,9,"Siempre regreso, nunca decepciona",Publicidad,False
CLI-00837,Patricia Ortiz,2024-02-05,True,VIP,Ciudad de México Sur,Ciudad de México,22,291.94,6422.68,642.0,2026-01-05,4,10,"Excelente comida, muy auténtica",Recomendación,True
CLI-00838,Laura Rodríguez,2024-11-20,True,VIP,Querétaro,Querétaro,22,93.67,2060.74,206.0,2025-11-05,5,9,Comida fresca y bien preparada,Redes Sociales,True
CLI-00839,María Reyes,2025-02-07,False,Regular,Ciudad de México Centro,Ciudad de México,3,253.45,760.35,0.0,2026-01-11,2,5,El baño necesita limpieza,Recomendación,False
CLI-00840,Juan Gómez,2025-06-08,True,VIP,Cancún,Cancún,24,254.06,6097.44,609.0,2026-01-01,3,6,"Servicio normal, sin quejas",Ubicación,False
CLI-00841,Carlos Pérez,2025-03-01,True,VIP,Monterrey,Monterrey,24,256.95,6166.8,616.0,2025-12-29,3,5,Cumple con lo básico,Recomendación,True
CLI-00842,Eduardo Rodríguez,2024-08-03,False,Frecuente,Cancún,Cancún,8,340.07,2720.56,0.0,2025-11-15,5,10,"Excelente comida, muy auténtica",Google,False
