customer_id,name,preferred_branch,preferred_city,customer_category,acquisition_channel,loyalty_member,accepts_promotions,loyalty_points,satisfaction_score,nps_score,recency_days,frequency,monetary,segment_id,persona
CLI-00759,Eduardo Rivera,Cancún,Cancún,Ocasional,Redes Sociales,0.0,1.0,0.0,5,9,32,1,340.53,1,Ocasionales Sensibles a Promoción
CLI-00760,José Ramírez,Ciudad de México Sur,Ciudad de México,Frecuente,Ubicación,0.0,1.0,0.0,4,10,12,8,1046.16,1,Ocasionales Sensibles a Promoción
CLI-00761,Juan Morales,León,León,Regular,Ubicación,0.0,1.0,0.0,4,8,89,4,1751.36,1,Ocasionales Sensibles a Promoción
CLI-00762,Laura Torres,Mérida,Mérida,Regular,Recomendación,0.0,1.0,0.0,3,6,9,5,1493.7,2,Ocasionales Sensibles a Promoción
CLI-00763,Roberto Rivera,Querétaro,Querétaro,Regular,Recomendación,0.0,1.0,0.0,4,9,73,4,1058.12,1,Ocasionales Sensibles a Promoción
CLI-00764,María Hernández,Puebla,Puebla,Frecuente,Google,0.0,1.0,0.0,5,8,48,9,2097.72,1,Ocasionales Sensibles a Promoción
CLI-00765,Luis Rodríguez,Mérida,Mérida,Frecuente,Redes Sociales,1.0,1.0,224.0,1,3,55,10,2245.3,2,Ocasionales Sensibles a Promoción
CLI-00766,María García,Monterrey,Monterrey,Frecuente,Recomendación,0.0,0.0,0.0,4,10,40,9,2773.62,1,Ocasionales Sensibles a Promoción
CLI-00767,Roberto Hernández,Puebla,Puebla,VIP,Redes Sociales,1.0,0.0,426.0,4,7,77,12,4266.36,0,Leales Premium
CLI-00768,José Sánchez,Ciudad de México Sur,Ciudad de México,Regular,Google,0.0,0.0,0.0,4,10,39,5,1312.25,1,Ocasionales Sensibles a Promoción
CLI-00769,Verónica López,Mérida,Mérida,VIP,Ubicación,1.0,1.0,512.0,4,8,35,21,5124.63,0,Leales Premium
CLI-00770,Ricardo Gómez,Mérida,Mérida,VIP,Redes Sociales,1.0,1.0,321.0,2,4,53,16,3215.68,0,Leales Premium
CLI-00771,Ricardo Sánchez,Ciudad de México Sur,Ciudad de México,Frecuente,Publicidad,0.0,0.0,0.0,3,6,66,6,1942.44,2,Ocasionales Sensibles a Promoción
CLI-00772,Diana Rodríguez,Guadalajara,Guadalajara,Frecuente,Google,0.0,1.0,0.0,3,5,73,8,1858.48,2,Ocasionales Sensibles a Promoción
CLI-00773,Eduardo Torres,Mérida,Mérida,Frecuente,Recomendación,0.0,0.0,0.0,4,9,2,11,4275.81,1,Ocasionales Sensibles a Promoción
CLI-00774,Claudia Díaz,Cancún,Cancún,Ocasional,Publicidad,0.0,1.0,0.0,3,7,29,1,352.19,2,Ocasionales Sensibles a Promoción
CLI-00775,Roberto Díaz,Monterrey,Monterrey,Regular,Recomendación,0.0,0.0,0.0,5,10,61,4,957.88,1,Ocasionales Sensibles a Promoción
CLI-00776,María Gómez,Ciudad de México Sur,Ciudad de México,Frecuente,Redes Sociales,0.0,1.0,0.0,5,10,23,9,2557.17,1,Ocasionales Sensibles a Promoción
CLI-00777,Mónica Ramírez,León,León,Ocasional,Publicidad,0.0,1.0,0.0,5,10,65,1,194.53,1,Ocasionales Sensibles a Promoción
CLI-00778,Eduardo Flores,Ciudad de México Centro,Ciudad de México,Frecuente,Redes Sociales,0.0,1.0,0.0,4,10,73,7,560.0,1,Ocasionales Sensibles a Promoción
CLI-00779,Laura Cruz,Tijuana,Tijuana,Frecuente,Publicidad,0.0,0.0,0.0,4,9,40,8,2480.56,1,Ocasionales Sensibles a Promoción
CLI-00780,Gabriela González,Ciudad de México Sur,Ciudad de México,VIP,Recomendación,1.0,0.0,175.0,5,10,82,19,1757.69,0,Leales Premium
CLI-00781,Juan Ortiz,Mérida,Mérida,Ocasional,Redes Sociales,0.0,0.0,0.0,5,8,26,1,205.76,1,Ocasionales Sensibles a Promoción
CLI-00782,Juan Gómez,León,León,Frecuente,Publicidad,0.0,0.0,0.0,4,8,24,11,3014.33,1,Ocasionales Sensibles a Promoción
CLI-00783,Eduardo Martínez,León,León,Frecuente,Recomendación,0.0,1.0,0.0,4,8,15,9,3011.85,1,Ocasionales Sensibles a Promoción
CLI-00784,Fernando Pérez,Monterrey,Monterrey,Frecuente,Publicidad,0.0,0.0,0.0,4,10,0,8,2227.12,1,Ocasionales Sensibles a Promoción
CLI-00785,Gabriela Ramírez,León,León,VIP,Recomendación,1.0,0.0,461.0,4,8,26,14,4619.72,0,Leales Premium
CLI-00786,Juan Sánchez,Puebla,Puebla,Frecuente,Redes Sociales,0.0,1.0,0.0,3,6,14,11,2563.44,2,Ocasionales Sensibles a Promoción
CLI-00787,Luis Díaz,Cancún,Cancún,Frecuente,Recomendación,0.0,0.0,0.0,5,9,78,10,1697.3,1,Ocasionales Sensibles a Promoción
CLI-00788,Alejandro Pérez,Puebla,Puebla,VIP,Recomendación,1.0,1.0,735.0,4,8,34,24,7359.12,0,Leales Premium
CLI-00789,Eduardo Ramírez,Monterrey,Monterrey,Ocasional,Google,0.0,0.0,0.0,3,6,9,1,268.79,2,Ocasionales Sensibles a Promoción
CLI-00790,Ana Díaz,Ciudad de México Centro,Ciudad de México,Frecuente,Publicidad,0.0,0.0,0.0,4,8,34,7,1925.28,1,Ocasionales Sensibles a Promoción
CLI-00791,Fernando Cruz,Ciudad de México Centro,Ciudad de México,Ocasional,Ubicación,0.0,0.0,0.0,5,8,32,2,591.24,1,Ocasionales Sensibles a Promoción
CLI-00792,Eduardo Martínez,Monterrey,Monterrey,Frecuente,Recomendación,0.0,0.0,0.0,5,7,60,8,2483.2,1,Ocasionales Sensibles a Promoción
CLI-00793,Carlos Díaz,Ciudad de México Centro,Ciudad de México,Frecuente,Redes Sociales,0.0,1.0,0.0,5,7,3,8,2630.96,1,Ocasionales Sensibles a Promoción
CLI-00794,Juan Reyes,Guadalajara,Guadalajara,VIP,Ubicación,1.0,1.0,287.0,2,5,53,21,2876.37,0,Leales Premium
CLI-00795,Gabriela Torres,Querétaro,Querétaro,Ocasional,Recomendación,0.0,1.0,0.0,3,7,18,1,242.07,2,Ocasionales Sensibles a Promoción
CLI-00796,Luis Flores,Guadalajara,Guadalajara,Frecuente,Publicidad,0.0,1.0,0.0,3,5,35,11,3175.48,2,Ocasionales Sensibles a Promoción
CLI-00797,Sandra García,León,León,Frecuente,Redes Sociales,0.0,1.0,0.0,4,7,49,11,4363.81,1,Ocasionales Sensibles a Promoción
CLI-00798,Mónica Gómez,Ciudad de México Centro,Ciudad de México,Frecuente,Ubicación,0.0,1.0,0.0,5,7,17,9,2609.64,1,Ocasionales Sensibles a Promoción
CLI-00799,Ana Reyes,Guadalajara,Guadalajara,VIP,Recomendación,1.0,1.0,683.0,4,9,33,18,6838.92,0,Leales Premium
CLI-00800,Fernando Gómez,Guadalajara,Guadalajara,Frecuente,Redes Sociales,0.0,0.0,0.0,3,7,66,11,2476.1,2,Ocasionales Sensibles a Promoción
CLI-00801,Mónica García,Ciudad de México Centro,Ciudad de México,VIP,Recomendación,1.0,1.0,494.0,2,3,20,14,4944.94,0,Leales Premium
CLI-00802,Diana García,Guadalajara,Guadalajara,Regular,Recomendación,0.0,1.0,0.0,4,7,31,4,1424.88,1,Ocasionales Sensibles a Promoción
CLI-00803,Roberto Reyes,Ciudad de México Centro,Ciudad de México,Regular,Recomendación,0.0,1.0,0.0,1,4,83,4,1529.12,2,Ocasionales Sensibles a Promoción
CLI-00804,Gabriela Sánchez,Guadalajara,Guadalajara,Regular,Recomendación,0.0,0.0,0.0,3,5,45,5,995.1,2,Ocasionales Sensibles a Promoción
CLI-00805,Verónica Ramírez,Ciudad de México Sur,Ciudad de México,Frecuente,Publicidad,0.0,0.0,0.0,4,7,35,9,2165.94,1,Ocasionales Sensibles a Promoción
CLI-00806,Ricardo Ramírez,Tijuana,Tijuana,Frecuente,Recomendación,0.0,1.0,0.0,2,5,45,9,2562.66,2,Ocasionales Sensibles a Promoción
CLI-00807,Mónica Sánchez,Puebla,Puebla,Frecuente,Redes Sociales,0.0,1.0,0.0,4,8,25,7,1859.41,1,Ocasionales Sensibles a Promoción
CLI-00808,José Gómez,Mérida,Mérida,Frecuente,Recomendación,0.0,1.0,0.0,5,9,52,10,2643.5,1,Ocasionales Sensibles a Promoción
CLI-00809,Carlos Rivera,León,León,Frecuente,Recomendación,0.0,1.0,0.0,4,9,6,8,1785.36,1,Ocasionales Sensibles a Promoción
CLI-00810,Eduardo Gómez,Cancún,Cancún,VIP,Publicidad,1.0,1.0,477.0,4,10,1,23,4775.49,0,Leales Premium
CLI-00811,Juan Reyes,León,León,Frecuente,Publicidad,0.0,1.0,0.0,4,9,24,10,1871.0,1,Ocasionales Sensibles a Promoción
CLI-00812,Luis González,León,León,Frecuente,Recomendación,0.0,0.0,0.0,2,5,41,9,2268.18,2,Ocasionales Sensibles a Promoción
CLI-00813,Ricardo Ortiz,Mérida,Mérida,Frecuente,Redes Sociales,0.0,1.0,0.0,5,10,47,8,1244.16,1,Ocasionales Sensibles a Promoción
CLI-00814,Ana Sánchez,Guadalajara,Guadalajara,Frecuente,Publicidad,1.0,1.0,125.0,4,8,77,6,1259.52,1,Ocasionales Sensibles a Promoción
CLI-00815,Miguel Cruz,León,León,Ocasional,Publicidad,0.0,1.0,0.0,3,5,51,2,347.86,2,Ocasionales Sensibles a Promoción
CLI-00816,Juan Torres,Mérida,Mérida,VIP,Recomendación,1.0,0.0,381.0,2,3,8,17,3810.38,0,Leales Premium
CLI-00817,Patricia Rodríguez,León,León,Ocasional,Ubicación,0.0,1.0,0.0,5,7,15,2,402.82,1,Ocasionales Sensibles a Promoción
CLI-00818,Luis Morales,Tijuana,Tijuana,Frecuente,Publicidad,0.0,1.0,0.0,5,10,75,8,1620.64,1,Ocasionales Sensibles a Promoción
CLI-00819,Ricardo Torres,Guadalajara,Guadalajara,VIP,Redes Sociales,1.0,1.0,315.0,4,8,79,14,3157.7,0,Leales Premium
CLI-00820,Laura Sánchez,Monterrey,Monterrey,Ocasional,Recomendación,0.0,1.0,0.0,3,6,54,1,155.01,2,Ocasionales Sensibles a Promoción
CLI-00821,Ana Ramírez,León,León,Frecuente,Recomendación,0.0,1.0,0.0,4,7,69,7,2191.0,1,Ocasionales Sensibles a Promoción
CLI-00822,Claudia Gómez,Ciudad de México Centro,Ciudad de México,Ocasional,Recomendación,0.0,1.0,0.0,5,8,46,2,502.7,1,Ocasionales Sensibles a Promoción
CLI-00823,María Reyes,Cancún,Cancún,Ocasional,Ubicación,0.0,0.0,0.0,5,9,73,2,374.26,1,Ocasionales Sensibles a Promoción
CLI-00824,Carlos Torres,Ciudad de México Centro,Ciudad de México,Regular,Recomendación,0.0,1.0,0.0,4,9,62,5,794.05,1,Ocasionales Sensibles a Promoción
CLI-00825,Laura Flores,Ciudad de México Sur,Ciudad de México,Frecuente,Publicidad,1.0,0.0,209.0,5,9,79,11,2097.37,1,Ocasionales Sensibles a Promoción
CLI-00826,Ana García,Mérida,Mérida,VIP,Publicidad,1.0,1.0,440.0,1,1,21,20,4401.4,0,Leales Premium
CLI-00827,Claudia Rodríguez,Ciudad de México Sur,Ciudad de México,VIP,Recomendación,1.0,0.0,656.0,5,9,18,23,6569.72,0,Leales Premium
CLI-00828,Luis Martínez,Tijuana,Tijuana,Frecuente,Redes Sociales,0.0,1.0,0.0,5,7,58,8,1968.08,1,Ocasionales Sensibles a Promoción
CLI-00829,Laura Torres,Puebla,Puebla,Regular,Recomendación,0.0,0.0,0.0,4,7,70,5,1484.55,1,Ocasionales Sensibles a Promoción
CLI-00830,Mónica Díaz,Tijuana,Tijuana,VIP,Publicidad,1.0,0.0,317.0,5,7,40,18,3170.34,0,Leales Premium
CLI-00831,María Morales,Ciudad de México Sur,Ciudad de México,Frecuente,Recomendación,0.0,0.0,0.0,4,7,80,10,2183.1,1,Ocasionales Sensibles a Promoción
CLI-00832,Sandra Rivera,Monterrey,Monterrey,Frecuente,Recomendación,1.0,1.0,175.0,5,7,44,10,1753.1,1,Ocasionales Sensibles a Promoción
CLI-00833,Ricardo Pérez,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,4,7,45,10,4343.0,1,Ocasionales Sensibles a Promoción
CLI-00834,Sandra Martínez,Ciudad de México Sur,Ciudad de México,Frecuente,Recomendación,0.0,0.0,0.0,5,10,34,6,1758.78,1,Ocasionales Sensibles a Promoción
CLI-00835,Patricia López,Ciudad de México Centro,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,5,7,0,11,2200.99,1,Ocasionales Sensibles a Promoción
CLI-00836,Luis Sánchez,Ciudad de México Centro,Ciudad de México,Regular,Publicidad,0.0,0.0,0.0,5,9,15,5,921.2,1,Ocasionales Sensibles a Promoción
CLI-00837,Patricia Ortiz,Ciudad de México Sur,Ciudad de México,VIP,Recomendación,1.0,1.0,642.0,4,10,26,22,6422.68,0,Leales Premium
CLI-00838,Laura Rodríguez,Querétaro,Querétaro,VIP,Redes Sociales,1.0,1.0,206.0,5,9,87,22,2060.74,0,Leales Premium
CLI-00839,María Reyes,Ciudad de México Centro,Ciudad de México,Regular,Recomendación,0.0,0.0,0.0,2,5,20,3,760.35,2,Ocasionales Sensibles a Promoción
CLI-00840,Juan Gómez,Cancún,Cancún,VIP,Ubicación,1.0,0.0,609.0,3,6,30,24,6097.44,0,Leales Premium
CLI-00841,Carlos Pérez,Monterrey,Monterrey,VIP,Recomendación,1.0,1.0,616.0,3,5,33,24,6166.8,0,Leales Premium
CLI-00842,Eduardo Rodríguez,Cancún,Cancún,Frecuente,Google,0.0,0.0,0.0,5,10,77,8,2720.56,1,Ocasionales Sensibles a Promoción
CLI-00843,José Hernández,Ciudad de México Sur,Ciudad de México,VIP,Redes Sociales,1.0,0.0,583.0,5,9,69,24,5838.96,0,Leales Premium
CLI-00844,Juan Martínez,Guadalajara,Guadalajara,VIP,Redes Sociales,1.0,1.0,420.0,5,9,12,17,4208.86,0,Leales Premium
CLI-00845,Sandra Flores,Querétaro,Querétaro,Regular,Publicidad,0.0,1.0,0.0,5,7,23,3,467.67,1,Ocasionales Sensibles a Promoción
CLI-00846,Ricardo Rodríguez,Mérida,Mérida,Frecuente,Recomendación,1.0,1.0,197.0,4,8,40,10,1976.6,1,Ocasionales Sensibles a Promoción
CLI-00847,Mónica García,Puebla,Puebla,Frecuente,Ubicación,0.0,0.0,0.0,4,7,61,6,1633.38,1,Ocasionales Sensibles a Promoción
CLI-00848,Carlos Pérez,Ciudad de México Sur,Ciudad de México,VIP,Redes Sociales,1.0,0.0,612.0,4,9,79,14,6125.7,0,Leales Premium
CLI-00849,Luis Ramírez,Mérida,Mérida,Frecuente,Recomendación,0.0,1.0,0.0,4,8,52,7,1952.86,1,Ocasionales Sensibles a Promoción
CLI-00850,Luis Gómez,Querétaro,Querétaro,Regular,Redes Sociales,0.0,0.0,0.0,5,7,49,4,877.52,1,Ocasionales Sensibles a Promoción
CLI-00851,Gabriela García,Mérida,Mérida,VIP,Redes Sociales,1.0,1.0,816.0,2,4,27,22,8169.48,0,Leales Premium
CLI-00852,José Flores,Ciudad de México Centro,Ciudad de México,Frecuente,Redes Sociales,0.0,1.0,0.0,5,10,50,7,2118.41,1,Ocasionales Sensibles a Promoción
CLI-00853,María Rivera,Tijuana,Tijuana,Frecuente,Recomendación,1.0,1.0,223.0,3,7,1,7,2236.43,2,Ocasionales Sensibles a Promoción
CLI-00854,Ana García,León,León,Ocasional,Ubicación,0.0,0.0,0.0,5,7,21,1,266.3,1,Ocasionales Sensibles a Promoción
CLI-00855,Patricia García,Guadalajara,Guadalajara,Frecuente,Publicidad,1.0,0.0,140.0,5,8,43,5,1408.5,1,Ocasionales Sensibles a Promoción
CLI-00856,Alejandro Rivera,León,León,Frecuente,Ubicación,0.0,0.0,0.0,2,2,73,6,1970.7,2,Ocasionales Sensibles a Promoción
CLI-00857,José Rodríguez,Tijuana,Tijuana,Frecuente,Recomendación,0.0,0.0,0.0,4,9,59,7,1443.05,1,Ocasionales Sensibles a Promoción
CLI-00858,Mónica Torres,Puebla,Puebla,Regular,Recomendación,0.0,1.0,0.0,4,9,5,5,983.1,1,Ocasionales Sensibles a Promoción
CLI-00859,Sandra Torres,Querétaro,Querétaro,Regular,Ubicación,0.0,1.0,0.0,5,7,15,4,1499.92,1,Ocasionales Sensibles a Promoción
CLI-00860,Ana Ortiz,Querétaro,Querétaro,Frecuente,Publicidad,0.0,0.0,0.0,4,9,27,11,2611.4,1,Ocasionales Sensibles a Promoción
CLI-00861,Gabriela Flores,Cancún,Cancún,Regular,Publicidad,0.0,1.0,0.0,5,9,87,3,696.6,1,Ocasionales Sensibles a Promoción
CLI-00862,Mónica Morales,Cancún,Cancún,VIP,Publicidad,1.0,0.0,410.0,5,7,52,17,4105.5,0,Leales Premium
CLI-00863,Carlos Torres,Ciudad de México Centro,Ciudad de México,Frecuente,Ubicación,0.0,0.0,0.0,5,8,57,8,2113.68,1,Ocasionales Sensibles a Promoción
CLI-00864,Ricardo García,Querétaro,Querétaro,Frecuente,Recomendación,1.0,1.0,165.0,5,7,46,7,1653.33,1,Ocasionales Sensibles a Promoción
CLI-00865,Miguel García,Monterrey,Monterrey,Frecuente,Google,1.0,1.0,163.0,4,9,12,7,1633.24,1,Ocasionales Sensibles a Promoción
CLI-00866,Claudia Cruz,Ciudad de México Centro,Ciudad de México,Frecuente,Publicidad,0.0,1.0,0.0,5,9,32,6,1341.18,1,Ocasionales Sensibles a Promoción
CLI-00867,Patricia Flores,León,León,Regular,Google,0.0,1.0,0.0,5,9,33,5,936.8,1,Ocasionales Sensibles a Promoción
CLI-00868,Fernando Reyes,Querétaro,Querétaro,Frecuente,Publicidad,0.0,1.0,0.0,4,10,10,8,2246.32,1,Ocasionales Sensibles a Promoción
CLI-00869,Gabriela Gómez,Cancún,Cancún,Frecuente,Recomendación,0.0,1.0,0.0,1,2,70,6,1715.94,2,Ocasionales Sensibles a Promoción
CLI-00870,Fernando Morales,Tijuana,Tijuana,VIP,Publicidad,1.0,0.0,348.0,5,9,0,19,3489.16,0,Leales Premium
CLI-00871,José Hernández,Mérida,Mérida,Frecuente,Ubicación,0.0,0.0,0.0,5,8,33,8,1773.2,1,Ocasionales Sensibles a Promoción
CLI-00872,Ana Hernández,León,León,VIP,Ubicación,1.0,1.0,682.0,5,8,30,16,6828.32,0,Leales Premium
CLI-00873,Carlos Morales,Guadalajara,Guadalajara,Frecuente,Recomendación,1.0,1.0,332.0,4,9,37,11,3322.55,0,Leales Premium
CLI-00874,Sandra González,Guadalajara,Guadalajara,Frecuente,Ubicación,0.0,0.0,0.0,3,7,79,7,2300.97,2,Ocasionales Sensibles a Promoción
CLI-00875,Roberto Hernández,Monterrey,Monterrey,Frecuente,Recomendación,0.0,0.0,0.0,4,9,68,10,2871.8,1,Ocasionales Sensibles a Promoción
CLI-00876,José González,Guadalajara,Guadalajara,Frecuente,Redes Sociales,1.0,1.0,174.0,4,7,32,5,1742.7,1,Ocasionales Sensibles a Promoción
CLI-00877,Diana Pérez,Guadalajara,Guadalajara,VIP,Redes Sociales,1.0,0.0,655.0,3,5,17,21,6558.51,0,Leales Premium
CLI-00878,Mónica Martínez,Tijuana,Tijuana,Regular,Google,0.0,1.0,0.0,4,10,86,3,743.82,1,Ocasionales Sensibles a Promoción
CLI-00879,Fernando Martínez,Puebla,Puebla,Frecuente,Redes Sociales,0.0,1.0,0.0,5,10,7,6,1410.96,1,Ocasionales Sensibles a Promoción
CLI-00880,Luis Martínez,Monterrey,Monterrey,Frecuente,Redes Sociales,1.0,0.0,270.0,3,6,50,8,2701.84,2,Ocasionales Sensibles a Promoción
CLI-00881,Miguel González,Cancún,Cancún,Frecuente,Ubicación,1.0,1.0,269.0,5,10,57,9,2699.91,0,Leales Premium
CLI-00882,Miguel Martínez,Tijuana,Tijuana,Ocasional,Recomendación,0.0,1.0,0.0,4,10,38,1,149.58,1,Ocasionales Sensibles a Promoción
CLI-00883,Alejandro García,Querétaro,Querétaro,Frecuente,Redes Sociales,1.0,1.0,141.0,2,3,4,6,1415.88,2,Ocasionales Sensibles a Promoción
CLI-00884,Laura Cruz,Guadalajara,Guadalajara,Frecuente,Ubicación,0.0,0.0,0.0,5,10,4,11,2439.8,1,Ocasionales Sensibles a Promoción
CLI-00885,Gabriela Rodríguez,Mérida,Mérida,VIP,Recomendación,1.0,1.0,306.0,4,10,82,13,3069.17,0,Leales Premium
CLI-00886,Claudia Cruz,Mérida,Mérida,VIP,Recomendación,1.0,0.0,381.0,4,7,72,18,3811.14,0,Leales Premium
CLI-00887,Verónica Hernández,Ciudad de México Centro,Ciudad de México,VIP,Publicidad,1.0,1.0,382.0,4,9,65,12,3825.72,0,Leales Premium
CLI-00888,Ricardo Ramírez,Ciudad de México Sur,Ciudad de México,Regular,Ubicación,0.0,1.0,0.0,3,6,34,5,1370.7,2,Ocasionales Sensibles a Promoción
CLI-00889,Luis Pérez,Monterrey,Monterrey,VIP,Recomendación,1.0,1.0,508.0,3,7,62,23,5084.84,0,Leales Premium
CLI-00890,Sandra Ramírez,León,León,Ocasional,Google,0.0,1.0,0.0,4,10,64,2,434.74,1,Ocasionales Sensibles a Promoción
CLI-00891,Diana Flores,Ciudad de México Centro,Ciudad de México,Regular,Publicidad,0.0,0.0,0.0,4,8,26,5,1046.05,1,Ocasionales Sensibles a Promoción
CLI-00892,Verónica Torres,Guadalajara,Guadalajara,VIP,Publicidad,1.0,1.0,420.0,5,7,48,12,4201.08,0,Leales Premium
CLI-00893,Laura Ortiz,Tijuana,Tijuana,Frecuente,Recomendación,0.0,1.0,0.0,5,9,13,11,4383.61,1,Ocasionales Sensibles a Promoción
CLI-00894,Sandra Flores,Ciudad de México Centro,Ciudad de México,Frecuente,Publicidad,1.0,1.0,155.0,3,6,87,5,1554.15,2,Ocasionales Sensibles a Promoción
CLI-00895,Laura González,León,León,Frecuente,Recomendación,0.0,0.0,0.0,5,8,38,9,2044.89,1,Ocasionales Sensibles a Promoción
CLI-00896,Laura Flores,Mérida,Mérida,Frecuente,Redes Sociales,0.0,0.0,0.0,4,8,65,9,3042.27,1,Ocasionales Sensibles a Promoción
CLI-00897,Carlos Pérez,Tijuana,Tijuana,Frecuente,Recomendación,0.0,1.0,0.0,4,9,42,11,2594.79,1,Ocasionales Sensibles a Promoción
CLI-00898,Eduardo Rodríguez,Ciudad de México Sur,Ciudad de México,Regular,Ubicación,0.0,1.0,0.0,4,9,82,4,1113.16,1,Ocasionales Sensibles a Promoción
CLI-00899,Alejandro Ortiz,Puebla,Puebla,Frecuente,Recomendación,0.0,0.0,0.0,5,10,41,7,2275.91,1,Ocasionales Sensibles a Promoción
CLI-00900,Diana Ramírez,Cancún,Cancún,Regular,Recomendación,0.0,1.0,0.0,5,10,0,4,810.52,1,Ocasionales Sensibles a Promoción
CLI-00901,Ricardo López,Tijuana,Tijuana,Frecuente,Redes Sociales,1.0,1.0,167.0,5,7,53,6,1677.24,1,Ocasionales Sensibles a Promoción
CLI-00902,Carlos García,Querétaro,Querétaro,VIP,Google,1.0,1.0,248.0,2,5,87,16,2482.4,0,Leales Premium
CLI-00903,Roberto Flores,Tijuana,Tijuana,Frecuente,Recomendación,0.0,1.0,0.0,4,10,45,7,1232.28,1,Ocasionales Sensibles a Promoción
CLI-00904,Laura Ramírez,Puebla,Puebla,Ocasional,Redes Sociales,0.0,1.0,0.0,4,10,49,1,324.75,1,Ocasionales Sensibles a Promoción
CLI-00905,Verónica Cruz,Puebla,Puebla,Frecuente,Recomendación,0.0,1.0,0.0,5,10,9,11,1462.78,1,Ocasionales Sensibles a Promoción
CLI-00906,Roberto Flores,Guadalajara,Guadalajara,VIP,Recomendación,1.0,0.0,333.0,4,10,8,13,3339.83,0,Leales Premium
CLI-00907,María González,Monterrey,Monterrey,Regular,Redes Sociales,0.0,1.0,0.0,5,10,68,4,559.6,1,Ocasionales Sensibles a Promoción
CLI-00908,Patricia Flores,Ciudad de México Centro,Ciudad de México,Ocasional,Recomendación,0.0,1.0,0.0,1,4,31,2,443.66,2,Ocasionales Sensibles a Promoción
CLI-00909,Diana Torres,Puebla,Puebla,Regular,Redes Sociales,0.0,1.0,0.0,4,10,82,3,428.52,1,Ocasionales Sensibles a Promoción
CLI-00910,José Flores,Tijuana,Tijuana,Frecuente,Google,0.0,0.0,0.0,5,9,3,10,2402.4,1,Ocasionales Sensibles a Promoción
CLI-00911,Miguel Ramírez,Ciudad de México Centro,Ciudad de México,Frecuente,Google,0.0,1.0,0.0,5,10,8,10,3679.5,1,Ocasionales Sensibles a Promoción
CLI-00912,Luis Morales,Puebla,Puebla,VIP,Ubicación,1.0,1.0,392.0,3,5,34,15,3926.85,0,Leales Premium
CLI-00913,Ricardo Ramírez,Puebla,Puebla,Frecuente,Google,0.0,0.0,0.0,4,9,26,6,1397.16,1,Ocasionales Sensibles a Promoción
CLI-00914,Ricardo Morales,Tijuana,Tijuana,Frecuente,Redes Sociales,1.0,1.0,157.0,5,8,63,5,1574.15,1,Ocasionales Sensibles a Promoción
CLI-00915,María Flores,Tijuana,Tijuana,Ocasional,Redes Sociales,0.0,1.0,0.0,3,5,55,1,197.08,2,Ocasionales Sensibles a Promoción
CLI-00916,Diana Ramírez,Ciudad de México Centro,Ciudad de México,VIP,Ubicación,1.0,1.0,394.0,4,8,67,12,3947.76,0,Leales Premium
CLI-00917,Roberto García,Puebla,Puebla,Regular,Redes Sociales,0.0,0.0,0.0,4,10,12,3,1070.49,1,Ocasionales Sensibles a Promoción
CLI-00918,Mónica Torres,Mérida,Mérida,Frecuente,Redes Sociales,0.0,1.0,0.0,3,7,14,6,1412.46,2,Ocasionales Sensibles a Promoción
CLI-00919,Eduardo Díaz,Tijuana,Tijuana,Regular,Recomendación,0.0,0.0,0.0,5,8,64,3,660.06,1,Ocasionales Sensibles a Promoción
CLI-00920,Fernando Cruz,Tijuana,Tijuana,Regular,Recomendación,0.0,1.0,0.0,2,2,53,5,1438.7,2,Ocasionales Sensibles a Promoción
CLI-00921,Patricia Hernández,Cancún,Cancún,Ocasional,Publicidad,0.0,1.0,0.0,5,9,48,1,181.47,1,Ocasionales Sensibles a Promoción
CLI-00922,Verónica Morales,Tijuana,Tijuana,Frecuente,Redes Sociales,1.0,1.0,352.0,4,7,24,11,3529.02,0,Leales Premium
CLI-00923,Laura Pérez,Ciudad de México Sur,Ciudad de México,Frecuente,Recomendación,0.0,1.0,0.0,4,10,11,6,1779.42,1,Ocasionales Sensibles a Promoción
CLI-00924,Carlos Torres,Cancún,Cancún,Frecuente,Publicidad,0.0,1.0,0.0,4,10,39,6,1439.88,1,Ocasionales Sensibles a Promoción
CLI-00925,Luis García,Guadalajara,Guadalajara,Regular,Recomendación,0.0,0.0,0.0,5,8,18,4,1149.84,1,Ocasionales Sensibles a Promoción
CLI-00926,Ana Reyes,León,León,Ocasional,Publicidad,0.0,0.0,0.0,4,10,29,1,267.44,1,Ocasionales Sensibles a Promoción
CLI-00927,Luis Rodríguez,Cancún,Cancún,VIP,Ubicación,1.0,1.0,345.0,4,10,80,15,3458.25,0,Leales Premium
CLI-00928,Sandra Ramírez,Mérida,Mérida,Frecuente,Redes Sociales,0.0,1.0,0.0,4,10,9,10,2997.7,1,Ocasionales Sensibles a Promoción
CLI-00929,Fernando Flores,Tijuana,Tijuana,Frecuente,Google,1.0,0.0,131.0,4,7,79,7,1314.32,1,Ocasionales Sensibles a Promoción
CLI-00930,Miguel Reyes,Querétaro,Querétaro,Frecuente,Ubicación,0.0,1.0,0.0,5,7,63,10,1588.6,1,Ocasionales Sensibles a Promoción
